,연도,분기,버스정류장,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수
3141,2021,1,23353,1658,36996,16782,20366,16893,4374
3142,2021,2,23353,2069,45221,17236,30062,22374,5328
3143,2021,3,23353,1994,42430,16901,25103,19350,4304
3144,2021,4,23353,2012,46857,16856,27320,20474,4697
3145,2021,1,23354,1566,41923,23730,27461,31835,8022
3146,2021,2,23354,1986,45050,24376,31782,37244,10369
3147,2021,3,23354,1844,45120,25575,29330,34612,8389
3148,2021,4,23354,1734,46051,26137,32519,36561,8999
3149,2021,1,23355,182,4532,4705,6176,7309,3048
3150,2021,2,23355,306,4964,5212,7284,8272,3931
3151,2021,3,23355,278,5347,6161,7497,8201,2813
3152,2021,4,23355,420,4926,5654,7087,8236,3297
3153,2021,1,23356,345,3914,4053,5794,7273,2979
3154,2021,2,23356,355,4316,4068,6024,7187,3016
3155,2021,3,23356,289,4021,4797,6202,7672,3099
3156,2021,4,23356,341,4034,4292,6438,8070,3197
3157,2021,1,23357,118,2521,1845,2535,3569,1701
3158,2021,2,23357,186,3457,2950,4186,4729,2313
3159,2021,3,23357,109,2990,2482,3165,3857,1830
3160,2021,4,23357,252,3153,2822,3126,3775,1957
3161,2021,1,23358,216,5753,2493,3209,2765,771
3162,2021,2,23358,249,7801,3416,5120,4460,1174
3163,2021,3,23358,176,6971,3174,4044,3309,861
3164,2021,4,23358,208,7280,2989,4234,3302,902
3165,2021,1,23359,675,13542,12318,18109,28496,13164
3166,2021,2,23359,716,17149,13965,20966,32247,17808
3167,2021,3,23359,618,16399,15409,21200,31154,15591
3168,2021,4,23359,639,19328,17431,25941,36202,18926
3169,2021,1,23360,3210,18292,13954,22782,43850,21192
3170,2021,1,23360,3210,18292,13954,22782,43850,21192
3171,2021,2,23360,4694,23670,16088,27128,49788,26044
3172,2021,2,23360,4694,23670,16088,27128,49788,26044
3173,2021,3,23360,3216,22834,16484,25610,49462,25312
3174,2021,3,23360,3216,22834,16484,25610,49462,25312
3175,2021,4,23360,7520,25250,21634,35248,60062,34626
3176,2021,4,23360,7520,25250,21634,35248,60062,34626
3177,2021,1,23361,377,6220,2903,4228,7223,3362
3178,2021,2,23361,568,7938,3069,4774,7939,4110
3179,2021,3,23361,365,7072,3328,5162,8409,4024
3180,2021,4,23361,854,7346,4024,6152,8806,4702
3181,2021,1,23362,2118,14234,7566,10796,9844,2692
3182,2021,1,23362,2118,14234,7566,10796,9844,2692
3183,2021,2,23362,3164,19986,9214,15122,11472,3326
3184,2021,2,23362,3164,19986,9214,15122,11472,3326
3185,2021,3,23362,3302,20178,10466,14956,12912,3776
3186,2021,3,23362,3302,20178,10466,14956,12912,3776
3187,2021,4,23362,3218,23362,12552,17892,14614,5404
3188,2021,4,23362,3218,23362,12552,17892,14614,5404
3189,2021,1,23363,1348,11124,7332,8866,20796,9980
3190,2021,1,23363,1348,11124,7332,8866,20796,9980
3191,2021,2,23363,1738,12784,8222,10152,22492,12108
3192,2021,2,23363,1738,12784,8222,10152,22492,12108
3193,2021,3,23363,1538,12776,8276,9946,22480,9722
3194,2021,3,23363,1538,12776,8276,9946,22480,9722
3195,2021,4,23363,1876,13856,8642,10672,22800,11610
3196,2021,4,23363,1876,13856,8642,10672,22800,11610
3197,2021,1,23364,392,10830,6429,9377,17146,7719
3198,2021,2,23364,493,11303,7001,10689,18696,9029
3199,2021,3,23364,442,12104,7712,10733,18962,7988
3200,2021,4,23364,736,12720,7818,12266,19718,9052
3201,2021,1,23365,174,3850,1772,1916,3164,1089
3202,2021,2,23365,233,4323,1985,2027,3193,1244
3203,2021,3,23365,173,4113,1809,1951,3151,1081
3204,2021,4,23365,212,4144,1898,2237,3421,1242
3205,2021,1,23366,152,878,700,1142,1996,916
3206,2021,1,23366,152,878,700,1142,1996,916
3207,2021,2,23366,230,814,736,1188,2142,974
3208,2021,2,23366,230,814,736,1188,2142,974
3209,2021,3,23366,82,760,842,1184,2072,1054
3210,2021,3,23366,82,760,842,1184,2072,1054
3211,2021,4,23366,152,1118,750,1184,2344,1092
3212,2021,4,23366,152,1118,750,1184,2344,1092
3213,2021,1,23367,226,6870,4117,3605,3413,1026
3214,2021,2,23367,203,7812,4370,3623,3808,1170
3215,2021,3,23367,209,7675,4069,3508,3198,1061
3216,2021,4,23367,232,7407,4196,3774,3471,1278
3217,2021,1,23368,2277,26548,12135,12939,20551,4217
3218,2021,2,23368,2572,28848,12812,14058,22209,4641
3219,2021,3,23368,2394,26684,12090,12518,20018,3869
3220,2021,4,23368,2517,29103,13116,13896,21680,3921
3221,2021,1,23369,2137,50603,22289,24603,47925,11211
3222,2021,2,23369,2008,55199,23685,26920,51061,12244
3223,2021,3,23369,1976,52712,22396,24429,46631,10406
3224,2021,4,23369,2066,56964,24416,27401,50023,10808
3225,2021,1,23370,2126,58986,32050,41369,92502,21637
3226,2021,2,23370,2761,63452,34516,44863,96744,24571
3227,2021,3,23370,2671,58956,33070,42145,93349,20327
3228,2021,4,23370,2853,64065,36060,44996,98286,21696
3229,2021,1,23371,13,4972,3008,3488,3978,1604
3230,2021,2,23371,62,6100,3762,4197,4707,1943
3231,2021,3,23371,45,5596,3702,3797,4271,1615
3232,2021,4,23371,39,5618,3953,4492,4430,1771
3233,2021,1,23372,154,6184,3465,4745,7056,2905
3234,2021,2,23372,134,6441,3812,5698,7413,3485
3235,2021,3,23372,141,5869,3726,5166,7700,2921
3236,2021,4,23372,131,6306,3699,5181,7838,2974
3237,2021,1,23373,586,34014,16708,18892,35356,8750
3238,2021,1,23373,586,34014,16708,18892,35356,8750
3239,2021,2,23373,792,36096,18140,21524,36726,10384
3240,2021,2,23373,792,36096,18140,21524,36726,10384
3241,2021,3,23373,664,36204,18176,22058,37284,9352
3242,2021,3,23373,664,36204,18176,22058,37284,9352
3243,2021,4,23373,656,37654,18690,22526,38480,9098
3244,2021,4,23373,656,37654,18690,22526,38480,9098
3245,2021,1,23374,98,10665,5091,7426,25083,3510
3246,2021,2,23374,150,11621,5679,7958,25358,3702
3247,2021,3,23374,83,11484,5677,8215,24624,2892
3248,2021,4,23374,60,11557,5978,8423,26284,3586
3249,2021,1,23375,0,36760,8182,10771,20715,7770
3250,2021,2,23375,4,37466,8515,12018,20573,8409
3251,2021,3,23375,1,35051,8768,11894,20791,6776
3252,2021,4,23375,1,36759,8973,12935,21814,8377
3253,2021,1,23376,0,17634,8240,11135,17697,7008
3254,2021,2,23376,2,20001,8951,12729,19027,8339
3255,2021,3,23376,4,19475,9686,13236,18835,6921
3256,2021,4,23376,0,19291,9220,13447,19724,8192
3257,2021,1,23377,56,12787,5883,7362,11660,4833
3258,2021,2,23377,45,14889,6053,8442,12819,5761
3259,2021,3,23377,49,14140,6457,8455,12254,4602
3260,2021,4,23377,67,14385,5613,8115,12639,4836
3261,2021,1,23378,17,6288,3124,4022,6824,2406
3262,2021,2,23378,20,7287,3545,4781,7192,2775
3263,2021,3,23378,28,6814,3712,4502,7317,2161
3264,2021,4,23378,34,7218,3563,4741,7299,2569
3265,2021,1,23379,61,8143,4555,5465,6633,2434
3266,2021,2,23379,57,10087,5157,6383,7898,2832
3267,2021,3,23379,23,9302,5253,6013,7334,2166
3268,2021,4,23379,34,10346,5000,7285,8092,2558
3269,2021,1,23380,1471,20926,8782,10520,13120,3405
3270,2021,2,23380,1896,25481,9795,14325,16951,4573
3271,2021,3,23380,1943,23368,10787,13183,16217,3902
3272,2021,4,23380,2047,24997,10579,15249,17401,4388
3273,2021,1,23381,2871,36793,19763,22459,26667,8605
3274,2021,2,23381,3538,42639,21657,28628,31638,10925
3275,2021,3,23381,3084,40972,21353,25538,29071,9601
3276,2021,4,23381,3896,43384,23159,29860,32689,10742
3277,2021,1,23382,1781,32913,20608,26628,26460,8609
3278,2021,2,23382,2004,34442,20000,33358,29164,9405
3279,2021,3,23382,2089,32782,20057,25728,26198,8111
3280,2021,4,23382,2245,34840,21248,30706,28259,8985
3281,2021,1,23383,619,5462,4073,5242,7410,4195
3282,2021,2,23383,826,7521,4883,7095,10030,5995
3283,2021,3,23383,672,7144,5058,6577,9388,5186
3284,2021,4,23383,858,8278,5211,7901,9794,5558
3285,2021,1,23384,2388,25072,19366,25900,40520,16742
3286,2021,1,23384,2388,25072,19366,25900,40520,16742
3287,2021,2,23384,3470,30512,21956,34770,48858,21848
3288,2021,2,23384,3470,30512,21956,34770,48858,21848
3289,2021,3,23384,2558,29982,22136,31130,44622,18386
3290,2021,3,23384,2558,29982,22136,31130,44622,18386
3291,2021,4,23384,3472,34034,25666,36222,47354,20692
3292,2021,4,23384,3472,34034,25666,36222,47354,20692
3293,2021,1,23385,1714,22516,19352,23500,31624,12440
3294,2021,1,23385,1714,22516,19352,23500,31624,12440
3295,2021,2,23385,2426,29386,24026,31724,39712,16022
3296,2021,2,23385,2426,29386,24026,31724,39712,16022
3297,2021,3,23385,2322,29618,23144,28776,36512,13454
3298,2021,3,23385,2322,29618,23144,28776,36512,13454
3299,2021,4,23385,3054,31238,24974,33470,39252,14372
3300,2021,4,23385,3054,31238,24974,33470,39252,14372
3301,2021,1,23386,1113,10616,4833,5750,3274,2298
3302,2021,2,23386,1542,12560,5386,6817,3718,2622
3303,2021,3,23386,1757,12818,5430,5801,3517,2488
3304,2021,4,23386,1814,13205,6123,6691,3972,2595
3305,2021,1,23387,500,7047,3114,6962,7042,2981
3306,2021,2,23387,428,7650,3410,7387,7788,3145
3307,2021,3,23387,317,7014,3215,8018,7687,3049
3308,2021,4,23387,395,7605,3508,8241,8183,3052
3309,2021,1,23388,138,2954,2079,3000,2838,1080
3310,2021,2,23388,132,4081,2447,4225,3417,1313
3311,2021,3,23388,204,3354,2520,3727,3518,1246
3312,2021,4,23388,294,4190,2793,4316,3528,1316
3313,2021,1,23389,662,26308,12260,21050,29644,10140
3314,2021,1,23389,662,26308,12260,21050,29644,10140
3315,2021,2,23389,832,53460,23124,38198,58486,22250
3316,2021,2,23389,832,53460,23124,38198,58486,22250
3317,2021,3,23389,600,49862,23518,38452,56704,19812
3318,2021,3,23389,600,49862,23518,38452,56704,19812
3319,2021,4,23389,842,51246,24998,39462,58970,22250
3320,2021,4,23389,842,51246,24998,39462,58970,22250
3321,2021,1,23392,1404,19398,11480,14990,16686,4198
3322,2021,1,23392,1404,19398,11480,14990,16686,4198
3323,2021,2,23392,1338,20614,11884,16854,18716,4478
3324,2021,2,23392,1338,20614,11884,16854,18716,4478
3325,2021,3,23392,1380,20766,11662,15626,17350,4292
3326,2021,3,23392,1380,20766,11662,15626,17350,4292
3327,2021,4,23392,1510,21626,12638,19046,19130,4690
3328,2021,4,23392,1510,21626,12638,19046,19130,4690
3329,2021,1,23393,1488,23084,9008,9516,14470,4998
3330,2021,1,23393,1488,23084,9008,9516,14470,4998
3331,2021,2,23393,1660,27010,9866,10930,16244,6326
3332,2021,2,23393,1660,27010,9866,10930,16244,6326
3333,2021,3,23393,1598,23374,9080,10398,14552,5120
3334,2021,3,23393,1598,23374,9080,10398,14552,5120
3335,2021,4,23393,1430,28022,10132,12088,16298,6068
3336,2021,4,23393,1430,28022,10132,12088,16298,6068
3337,2021,1,23394,325,7816,4257,5435,8591,3932
3338,2021,2,23394,489,9260,5077,6818,9981,4911
3339,2021,3,23394,369,8383,4839,5884,9218,3744
3340,2021,4,23394,624,9785,5439,7124,10454,4512
3341,2021,1,23395,5980,45926,19039,20631,18416,4710
3342,2021,2,23395,6152,51699,20596,24383,22153,5479
3343,2021,3,23395,5703,51296,22245,23733,22778,5291
3344,2021,4,23395,6258,57307,26965,31788,28005,6500
3345,2021,1,23397,238,4322,2944,4303,8282,4555
3346,2021,2,23397,273,4699,2875,4551,8757,5502
3347,2021,3,23397,246,5356,3574,4678,8848,4686
3348,2021,4,23397,275,4691,3197,4927,9674,5042
3349,2021,1,23398,54,2465,1245,1620,2454,1401
3350,2021,2,23398,68,1267,920,1217,2129,1891
3351,2021,3,23398,77,2190,1696,1660,2151,1507
3352,2021,4,23398,59,1236,990,1219,2022,1253
3353,2021,1,23399,83,5131,2485,3428,6376,3170
3354,2021,2,23399,234,3555,2021,2802,5700,3471
3355,2021,3,23399,377,5245,3306,4096,5239,3129
3356,2021,4,23399,417,3349,1910,2835,5622,3323
3357,2021,1,23400,616,25554,13407,19403,28733,12610
3358,2021,2,23400,303,19750,10821,15808,24520,11831
3359,2021,3,23400,308,22494,12088,18814,26774,10995
3360,2021,4,23400,306,23636,12658,18882,27762,11567
3361,2021,1,23401,594,6786,3007,2959,3557,829
3362,2021,2,23401,713,7593,3107,3129,3992,1017
3363,2021,3,23401,773,6710,3267,2816,3672,942
3364,2021,4,23401,754,7205,3412,3266,4011,947
3365,2021,1,23402,1697,19026,10051,14016,20001,7108
3366,2021,2,23402,1896,22776,11454,18139,23325,8602
3367,2021,3,23402,1766,20329,10976,15466,20228,6544
3368,2021,4,23402,1692,21395,12013,16822,21736,7393
3369,2021,1,23403,1586,15434,4671,5789,8705,3449
3370,2021,2,23403,2329,19910,5386,6637,9754,4209
3371,2021,3,23403,2163,17024,4905,6262,9709,3601
3372,2021,4,23403,2206,20046,5623,7146,10903,4071
3373,2021,1,23404,11179,72077,35452,38862,67337,24434
3374,2021,2,23404,13383,82508,40987,47873,75192,28680
3375,2021,3,23404,12614,78297,39800,43057,69864,23612
3376,2021,4,23404,13827,84805,42672,48432,75947,27144
3377,2021,1,23405,179,2153,1470,1731,2093,408
3378,2021,2,23405,165,2847,1874,1959,2395,478
3379,2021,3,23405,232,3240,2027,2090,2355,428
3380,2021,4,23405,154,2479,1787,1937,2068,424
3381,2021,1,23406,2097,16954,9322,9156,13555,4401
3382,2021,2,23406,1459,13051,6871,7589,9707,3938
3383,2021,3,23406,1307,12565,6681,7307,9373,3317
3384,2021,4,23406,1197,13593,7058,7618,9984,3972
3385,2021,1,23407,855,11224,8010,9324,13132,5164
3386,2021,2,23407,1310,13503,9178,10814,15593,7012
3387,2021,3,23407,1022,13541,9752,10612,15286,6294
3388,2021,4,23407,1562,13540,9490,10935,15416,5977
3389,2021,1,23408,11356,297426,144082,203446,459876,188340
3390,2021,1,23408,11356,297426,144082,203446,459876,188340
3391,2021,2,23408,13638,328982,156040,236252,475048,222164
3392,2021,2,23408,13638,328982,156040,236252,475048,222164
3393,2021,3,23408,10716,300292,150228,204972,435662,167332
3394,2021,3,23408,10716,300292,150228,204972,435662,167332
3395,2021,4,23408,12958,323342,165844,234298,479860,204578
3396,2021,4,23408,12958,323342,165844,234298,479860,204578
3397,2021,1,23409,4772,107198,29920,31942,47562,14750
3398,2021,1,23409,4772,107198,29920,31942,47562,14750
3399,2021,2,23409,4558,124354,32796,37152,51766,16972
3400,2021,2,23409,4558,124354,32796,37152,51766,16972
3401,2021,3,23409,4800,109348,30196,31804,47484,13086
3402,2021,3,23409,4800,109348,30196,31804,47484,13086
3403,2021,4,23409,5760,122854,34610,38074,53794,15136
3404,2021,4,23409,5760,122854,34610,38074,53794,15136
3405,2021,1,23410,3717,32736,25167,32835,62963,29178
3406,2021,2,23410,4410,39328,27934,39177,73437,38275
3407,2021,3,23410,3632,37745,26616,37413,69395,30795
3408,2021,4,23410,4757,39047,29050,40781,73671,34359
3409,2021,1,23411,146,3110,1895,2390,3232,1016
3410,2021,2,23411,158,3994,2480,2948,3652,1012
3411,2021,3,23411,159,3670,2457,2752,3146,902
3412,2021,4,23411,207,3572,2386,2797,3520,938
3413,2021,1,23412,2855,29881,12358,13791,19932,7557
3414,2021,2,23412,3612,33920,13464,15415,22143,9009
3415,2021,3,23412,3240,29695,12497,13383,19841,7180
3416,2021,4,23412,3556,33774,13840,15453,22158,8439
3417,2021,1,23413,814,4586,3419,6410,11042,4917
3418,2021,2,23413,1288,5496,4174,8745,12127,6559
3419,2021,3,23413,1137,5819,4145,7393,11972,5680
3420,2021,4,23413,1408,5427,4121,8363,12866,6143
3421,2021,1,23414,293,2686,1338,2639,2790,1509
3422,2021,2,23414,464,3413,1807,3592,3473,1991
3423,2021,3,23414,348,3175,1600,3045,3267,1436
3424,2021,4,23414,472,3698,1984,3547,3635,1855
3425,2021,1,23416,118,1414,759,1457,2160,615
3426,2021,2,23416,195,1530,891,1883,2782,859
3427,2021,3,23416,119,1392,726,1429,2263,533
3428,2021,4,23416,174,1588,1004,1669,2361,637
3429,2021,1,23417,70,1684,1118,1452,1311,215
3430,2021,2,23417,59,1847,1137,1412,1337,220
3431,2021,3,23417,51,1784,1183,1497,1385,241
3432,2021,4,23417,61,1799,1109,1417,1118,254
3433,2021,1,23418,148,2592,2555,3685,4349,486
3434,2021,2,23418,174,3085,2729,4158,4752,581
3435,2021,3,23418,544,3135,2761,4515,4972,802
3436,2021,4,23418,119,3161,2741,4388,4703,623
3437,2021,1,23419,410,5152,2482,2723,3047,617
3438,2021,2,23419,509,5899,2652,2868,3484,671
3439,2021,3,23419,578,5390,2282,2536,2980,435
3440,2021,4,23419,555,6477,2740,2964,3081,571
3441,2021,1,23420,371,2539,1872,2041,1919,243
3442,2021,2,23420,446,2577,1850,2138,2094,271
3443,2021,3,23420,533,3117,1888,2103,2284,359
3444,2021,4,23420,460,2832,1761,2201,2163,315
3445,2021,1,23421,960,8124,2629,2767,4540,1247
3446,2021,2,23421,1291,9626,2869,2791,4904,1439
3447,2021,3,23421,1198,8769,2647,2650,4681,1336
3448,2021,4,23421,1154,8829,2892,2995,5000,1471
3449,2021,1,23422,344,4364,2387,2531,2939,646
3450,2021,2,23422,303,5489,2677,2823,3487,749
3451,2021,3,23422,259,4874,2214,2485,2706,624
3452,2021,4,23422,322,5000,2381,2932,2836,701
3453,2021,1,23423,1476,21680,7765,7968,8039,2053
3454,2021,2,23423,1473,27376,8457,8641,8683,2376
3455,2021,3,23423,1143,23755,8904,8694,7745,2098
3456,2021,4,23423,1085,27987,10432,9778,8338,2224
3457,2021,1,23424,1600,40147,13642,13501,13581,4634
3458,2021,2,23424,2007,45747,14651,15382,15150,5198
3459,2021,3,23424,1748,40038,14072,13909,14417,4758
3460,2021,4,23424,1717,45507,16437,16883,17036,5225
3461,2021,1,23425,2106,29800,9812,11150,12918,3938
3462,2021,1,23425,2106,29800,9812,11150,12918,3938
3463,2021,2,23425,2526,33048,11542,13038,14330,4728
3464,2021,2,23425,2526,33048,11542,13038,14330,4728
3465,2021,3,23425,2348,29036,10760,11576,13658,4220
3466,2021,3,23425,2348,29036,10760,11576,13658,4220
3467,2021,4,23425,2632,32362,11348,13966,15164,4118
3468,2021,4,23425,2632,32362,11348,13966,15164,4118
3469,2021,1,23426,1342,11772,6502,9106,22436,9442
3470,2021,1,23426,1342,11772,6502,9106,22436,9442
3471,2021,2,23426,1684,14482,8328,11274,23484,11034
3472,2021,2,23426,1684,14482,8328,11274,23484,11034
3473,2021,3,23426,1418,14212,8468,10582,23760,8620
3474,2021,3,23426,1418,14212,8468,10582,23760,8620
3475,2021,4,23426,1438,16460,8620,11742,25114,10102
3476,2021,4,23426,1438,16460,8620,11742,25114,10102
3477,2021,1,23427,751,14431,8392,16160,37794,16800
3478,2021,2,23427,1052,16813,9404,19536,38897,19160
3479,2021,3,23427,833,16776,9565,15548,35960,14963
3480,2021,4,23427,1326,19406,11244,19060,39291,17527
3481,2021,1,23428,277,4760,2983,4446,8029,3783
3482,2021,2,23428,367,8751,6200,8655,13196,6751
3483,2021,3,23428,288,8933,6701,8529,12164,5413
3484,2021,4,23428,484,9753,7528,10065,13612,6136
3485,2021,1,23429,2749,44332,27331,36260,73550,25175
3486,2021,2,23429,3010,49548,31418,40604,80491,30062
3487,2021,3,23429,2649,45334,29371,37749,74215,25018
3488,2021,4,23429,3584,47291,31854,41804,79873,29210
3489,2021,1,23430,1565,40439,24466,30621,45839,16650
3490,2021,2,23430,1862,43617,26227,32956,52356,20530
3491,2021,3,23430,1603,43620,26321,31910,50056,16751
3492,2021,4,23430,2451,44431,26733,34413,52522,19428
3493,2021,1,23431,2774,54195,16888,18912,38859,15155
3494,2021,2,23431,2620,59299,18486,21785,43629,18123
3495,2021,3,23431,2582,55503,17768,20621,40576,14746
3496,2021,4,23431,3232,62230,19642,23312,44106,16373
3497,2021,1,23432,1866,57552,20176,19265,25417,9278
3498,2021,2,23432,2139,64467,23499,23715,30214,12597
3499,2021,3,23432,1887,58868,22324,20901,26661,9711
3500,2021,4,23432,2191,66775,25518,24780,33955,11824
3501,2021,1,23433,7,3570,1476,1506,2467,892
3502,2021,2,23433,32,4082,1657,1849,2720,1151
3503,2021,3,23433,29,3734,1729,1558,2457,1097
3504,2021,4,23433,27,3897,1680,1789,2692,1070
3505,2021,1,23434,443,4416,1438,2228,3243,1039
3506,2021,2,23434,518,4416,1508,2330,3596,1139
3507,2021,3,23434,412,4062,1469,2032,3346,902
3508,2021,4,23434,457,4691,1578,2222,3833,1068
3509,2021,1,23435,745,17810,9296,10346,13070,3590
3510,2021,2,23435,980,18720,9292,11518,16236,4118
3511,2021,3,23435,915,19209,9945,10176,15027,3733
3512,2021,4,23435,1064,18905,10039,11951,15855,4074
3513,2021,1,23436,1019,13777,8920,12013,26946,14963
3514,2021,2,23436,1311,15219,9547,13467,29012,17926
3515,2021,3,23436,1136,15276,10149,13131,27330,17421
3516,2021,4,23436,1196,15703,10111,13942,27937,16089
3517,2021,1,23437,798,9601,2086,1773,1856,782
3518,2021,2,23437,1144,11503,2343,2158,2216,951
3519,2021,3,23437,1026,10258,1983,1770,2181,715
3520,2021,4,23437,1065,11731,2339,2019,2387,954
3521,2021,1,23438,2577,57398,18155,19664,31594,11508
3522,2021,2,23438,2939,63940,18947,21691,36281,14468
3523,2021,3,23438,3127,61029,20171,21768,34465,11418
3524,2021,4,23438,3648,66425,21215,24650,38321,15021
3525,2021,1,23439,400,2449,1483,2625,5113,2765
3526,2021,2,23439,509,2878,1764,3123,5669,3430
3527,2021,3,23439,377,2809,1665,2677,5443,2824
3528,2021,4,23439,544,2811,1871,3058,5737,2983
3529,2021,1,23442,998,15898,5875,6094,7609,2087
3530,2021,2,23442,1265,18871,6173,6757,8584,2313
3531,2021,3,23442,1439,16701,6099,6529,7696,2074
3532,2021,4,23442,1508,19994,6617,7473,8756,2385
3533,2021,1,23445,110,1166,943,1244,3181,1577
3534,2021,2,23445,223,1443,1206,1482,3559,1927
3535,2021,3,23445,144,1544,1091,1375,3469,1648
3536,2021,4,23445,232,2065,1225,1546,3784,2158
3537,2021,1,23446,605,18203,10603,13244,15081,4408
3538,2021,2,23446,953,25331,14341,18414,21383,7279
3539,2021,3,23446,736,21306,13123,16889,19153,6025
3540,2021,4,23446,1134,26199,15859,19359,22054,7378
3541,2021,1,23447,1701,18951,11039,17629,35489,15058
3542,2021,2,23447,2552,27961,15223,27277,44027,20194
3543,2021,3,23447,2380,26795,15112,22580,40940,17023
3544,2021,4,23447,2389,30074,16747,28352,43585,18630
3545,2021,1,23448,4255,54801,20438,19315,18925,6666
3546,2021,2,23448,4609,65384,21953,23035,20965,8216
3547,2021,3,23448,3997,58249,21467,21158,19609,6758
3548,2021,4,23448,5012,66415,22511,24589,21530,7067
3549,2021,1,23449,1929,20991,15298,19961,32455,19041
3550,2021,2,23449,2516,25798,15796,22447,34907,23844
3551,2021,3,23449,1925,23437,16048,20151,32032,20442
3552,2021,4,23449,2707,25521,16521,22603,33450,20984
3553,2021,1,23450,672,9495,5868,7507,11341,4314
3554,2021,2,23450,690,9701,5833,8640,12053,4890
3555,2021,3,23450,515,9381,6155,7996,11306,4451
3556,2021,4,23450,767,10330,5899,8978,11512,4730
3557,2021,1,23453,320,47495,6570,6211,9779,2955
3558,2021,2,23453,392,51991,7922,7016,10820,3778
3559,2021,3,23453,382,44806,7151,6838,10776,3251
3560,2021,4,23453,547,53606,7966,7384,11654,3780
3561,2021,1,23454,281,6121,1506,2152,2825,916
3562,2021,2,23454,328,7309,1683,2769,3097,1026
3563,2021,3,23454,374,5760,1556,2272,2558,764
3564,2021,4,23454,421,6178,1760,2694,3097,934
3565,2021,1,23456,1446,29831,16050,22396,52496,21858
3566,2021,2,23456,2131,34507,18348,26308,56326,25546
3567,2021,3,23456,1903,34598,18635,24962,53825,20925
3568,2021,4,23456,2444,37066,19249,27642,58412,25118
3569,2021,1,23457,696,12510,9398,13167,27325,12929
3570,2021,2,23457,928,14277,10857,16143,29525,15532
3571,2021,3,23457,711,13590,11073,14527,27757,12652
3572,2021,4,23457,1123,14687,12110,16900,29786,14872
3573,2021,1,23458,170,1494,708,680,873,150
3574,2021,2,23458,196,1728,684,692,964,383
3575,2021,3,23458,194,1210,588,572,813,453
3576,2021,4,23458,162,1537,708,726,855,288
3577,2021,1,23459,182,5114,2997,4045,5754,2777
3578,2021,2,23459,409,7526,3959,5280,8167,3823
3579,2021,3,23459,451,7381,4104,5425,7499,3181
3580,2021,4,23459,549,8778,4317,6170,8088,3451
3581,2021,1,23462,176,4132,4544,6947,10490,4307
3582,2021,2,23462,287,4947,5285,8138,11621,5315
3583,2021,3,23462,183,4720,5841,8012,10778,4650
3584,2021,4,23462,150,4826,5403,8861,11054,5124
3585,2021,1,23463,742,28170,7865,11724,18513,7987
3586,2021,2,23463,947,35703,10748,18267,23825,11342
3587,2021,3,23463,947,32462,10288,15238,22282,8640
3588,2021,4,23463,829,36561,11005,17330,24435,10083
3589,2021,1,23464,1186,30480,12293,16413,25914,5028
3590,2021,2,23464,1555,37844,13387,20110,29078,5699
3591,2021,3,23464,1405,32932,12122,17216,26690,4503
3592,2021,4,23464,1818,38126,13652,19961,29149,5007
3593,2021,1,23465,1232,15742,9649,11172,15309,6053
3594,2021,2,23465,1320,18604,10202,13104,16198,6507
3595,2021,3,23465,1151,17201,9729,12005,15829,5028
3596,2021,4,23465,1301,18464,10363,13962,17293,6091
3597,2021,1,23466,284,5979,4366,6200,9451,4737
3598,2021,2,23466,625,7467,5104,7630,10639,5372
3599,2021,3,23466,684,7382,5588,7649,10411,4883
3600,2021,4,23466,781,7380,5301,7698,10514,5212
3601,2021,1,23468,159,6618,2656,2958,4572,1629
3602,2021,2,23468,246,7497,2798,3188,4777,1854
3603,2021,3,23468,173,7144,2923,3001,4793,1590
3604,2021,4,23468,149,7823,2994,3285,5413,1807
3605,2021,1,23469,121,5155,3616,5248,4769,1963
3606,2021,2,23469,205,5943,4115,5796,5552,2455
3607,2021,3,23469,171,5904,4019,5254,5086,2095
3608,2021,4,23469,173,5553,4170,5879,5056,2164
3609,2021,1,23470,190,3047,1347,1696,2668,1074
3610,2021,2,23470,189,3014,1381,1622,2884,1351
3611,2021,3,23470,144,2906,1205,1611,2636,1138
3612,2021,4,23470,244,3266,1383,1774,2878,1263
3613,2021,1,23471,934,18753,12934,18119,33115,13146
3614,2021,2,23471,785,17501,13587,19440,33619,17211
3615,2021,3,23471,608,17172,13635,18480,31047,12616
3616,2021,4,23471,684,17889,14515,21814,35249,16274
3617,2021,1,23472,2019,6691,3780,3515,3398,1872
3618,2021,2,23472,2028,8087,4082,4255,4048,2348
3619,2021,3,23472,1996,7956,4280,4233,3989,2123
3620,2021,4,23472,1946,7917,4296,4744,4370,2342
3621,2021,1,23473,4454,64710,32948,42616,78338,27538
3622,2021,1,23473,4454,64710,32948,42616,78338,27538
3623,2021,2,23473,4608,68350,31694,41068,81640,28438
3624,2021,2,23473,4608,68350,31694,41068,81640,28438
3625,2021,3,23473,3586,62724,30194,40054,73228,22370
3626,2021,3,23473,3586,62724,30194,40054,73228,22370
3627,2021,4,23473,7120,72716,34020,44014,80618,25200
3628,2021,4,23473,7120,72716,34020,44014,80618,25200
3629,2021,1,23474,136,2126,1430,2152,1694,312
3630,2021,1,23474,136,2126,1430,2152,1694,312
3631,2021,2,23474,152,2678,1530,2660,2160,472
